,Player name,Appearances,Goals,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
269,Lewis Dunk,"
      186
  ","
      12
  ","
      51
  ","
      76
  ","
      51
  ","
      248
  ","
      199
  ","
        56%
  ","
      4
  ","
      29
  ","
      247
  ","
      799
  ","
      442
  ","
      7
  ","
      1,196
  ","
      820
  ","
      517
  ","
      26
  ","
      518
  ","
      286
  ","
      6
  ","
      2
  ","
      5
  ","
      10,365
  ","
        55.73
  ","
      5
  ","
      15
  ","
        20%
  ","
      6
  ","
      878
  ","
      28
  ","
      4
  ","
      118
  ","
      4
  ","
      12
  ","
      8
  ","
      4
  ","
      0
  ","
      2
  ",,
270,Malcolm Ebiowei,3,0,0,3,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,7,2.33,0,3,0%,0,1,0,0,0,0,1,100%,0,0,0,0,0,4,4,2,0,0,0
271,Ederson,196,97,149,25,335,3,47,86,24,118,922,842,97,145,6,0,12,1,6,0,3,"5,127",26.16,765,,,,,,,,,,,,,,,,,
272,Odsonne Édouard,41,9,13,13,9,0.22,1,4,4,1,0,57,26,46%,3,7,5,596,14.54,3,9,7,0,39,8,27,13,2,27,19,,,,,,,,,,,
273,Samuel Edozie,8,0,0,6,0,0.00,0,0,0,0,0,2,2,100%,0,1,0,53,6.63,0,2,0,0,0,0,2,0,2,2,1,,,,,,,,,,,
274,Khayon Edwards,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
275,Pierre Ekwah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
276,Anwar El Ghazi,73,15,21,38,15,0.21,0,14,1,6,0,124,53,43%,5,11,5,"1,114",15.26,6,208,7,0,46,19,41,27,20,24,13,,,,,,,,,,,
277,Anthony Elanga,33,3,15,11,3,0.09,2,1,0,0,0,30,11,37%,1,5,3,571,17.30,5,28,0,0,11,7,32,5,11,9,6,,,,,,,,,,,
278,Harvey Elliott,24,1,13,6,1,0.04,0,0,1,0,0,30,8,27%,0,0,1,762,31.75,5,31,19%,5,23,0,0,8,1,13,38%,12,8,6,3,96,53,68,15,3,10,0
279,Mohamed Elyounoussi,60,4,12,31,4,0.07,1,0,3,0,0,84,31,37%,3,13,3,"1,102",18.37,5,97,22%,12,30,6,0,56,5,74,55%,23,27,50,23,198,222,288,47,62,81,0
280,Emerson,40,0,17,16,4,39,49,59%,0,7,31,39,22,0,125,138,91,27,34,23,0,0,1,"1,455",36.38,3,104,18%,2,41,4,0,21,2,0,0,0,0,1,,
281,Emerson Royal,43,1,24,12,7,41,96,61%,0,6,31,101,55,0,208,225,178,25,45,58,0,0,2,"1,580",36.74,1,108,20%,1,36,6,1,39,2,1,0,1,0,0,,
282,Julio Enciso,2,0,1,1,0,0.00,0,0,0,0,0,4,3,75%,0,0,0,14,7.00,0,0,1,0,3,0,1,1,0,0,0,,,,,,,,,,,
283,Christian Eriksen,250,53,140,63,53,0.21,1,29,22,0,8,625,231,37%,18,23,70,"12,906",51.62,81,"1,351",23%,123,640,19,0,109,9,299,70%,210,171,139,53,"1,340",731,"1,105",190,116,201,1
284,Pervis Estupiñán,11,0,5,5,0,13,15,53%,0,2,13,11,7,0,36,34,37,1,12,9,0,0,0,325,29.55,2,24,38%,1,8,3,0,11,2,0,0,0,0,0,,
285,Jonny Evans,352,14,169,106,94,375,516,70%,3,22,667,"2,029",881,4,"1,927","1,673",951,96,802,465,6,5,12,"16,767",47.63,8,62,32%,11,"1,214",54,3,279,4,14,9,5,0,3,,
286,Oliver Ewing,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
287,Eberechi Eze,61,7,20,27,7,0.11,1,4,2,0,1,74,21,28%,2,2,10,"1,844",30.23,11,154,29%,4,56,4,0,29,2,52,58%,24,32,10,4,300,291,259,105,24,57,1
288,Lukasz Fabianski,331,84,128,134,"1,068",11,181,414,124,136,"1,657","2,642",84,454,18,0,8,1,8,0,2,"8,297",25.07,"2,445",,,,,,,,,,,,,,,,,
289,Fabinho,129,8,87,16,8,0.06,2,6,0,2,0,65,21,32%,0,4,6,"7,568",58.67,7,29,28%,12,349,27,0,145,0,252,53%,18,160,143,65,754,608,527,38,207,155,0
290,Fábio Carvalho,15,3,5,5,3,0.20,0,3,0,0,0,20,9,45%,0,2,0,216,14.40,1,6,17%,0,2,0,0,9,0,17,82%,4,6,0,0,30,40,57,10,5,13,0
291,Fábio Silva,54,4,19,28,4,0.07,0,3,1,1,0,67,23,34%,2,8,3,459,8.50,2,7,2,0,33,9,9,21,5,6,4,,,,,,,,,,,
292,Fábio Vieira,8,1,6,1,1,0.13,0,0,1,0,0,7,2,29%,0,0,1,115,14.38,1,8,25%,0,2,0,0,3,0,4,50%,3,3,0,0,18,9,15,3,1,1,0
293,Fabri,2,0,0,2,16,0,0,1,1,3,14,14,0,5,1,0,0,0,0,0,0,47,23.50,16,,,,,,,,,,,,,,,,,
294,Wout Faes,9,0,5,3,6,9,25,48%,0,0,9,31,11,0,49,48,30,1,18,13,0,0,0,633,70.33,0,0,0%,1,23,1,0,10,0,0,0,0,0,0,,
295,Malachi Fagan-Walcott,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
296,Josh Feeney,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
297,Evan Ferguson,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,5,5.00,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
298,Álvaro Fernández,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
299,Fernandinho,264,20,187,40,20,0.08,2,16,2,0,0,248,70,28%,4,14,19,"16,566",62.75,29,77,22%,82,728,53,4,359,4,599,68%,57,383,442,285,"1,470","1,476","1,315",203,476,371,0
300,Billy Fewster,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
301,Ryan Finnigan,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
302,Junior Firpo,26,0,5,15,1,51,65,49%,0,2,25,33,16,1,96,126,119,16,30,22,1,0,2,832,32.00,3,26,23%,0,22,11,0,43,1,0,0,0,0,0,,
303,William Fish,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
304,Ethan Fitzhugh,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
305,Marcelo Flores,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
306,Shane Flynn,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
307,Phil Foden,111,31,87,13,31,0.28,1,8,22,0,0,177,77,44%,7,17,16,"3,005",27.07,22,296,27%,18,59,2,0,48,18,70,59%,46,35,20,11,259,323,345,121,42,99,0
308,Wesley Fofana,39,0,18,12,7,45,70,69%,1,2,87,125,73,0,247,248,168,19,121,80,0,0,0,"2,544",65.23,0,2,0%,1,94,10,0,46,3,0,0,0,0,2,,
309,Michael Forbes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
310,Tyrese Fornah,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
311,Pablo Fornals,119,14,46,50,14,0.12,0,9,5,0,0,141,43,30%,6,12,12,"3,576",30.05,18,227,16%,20,163,10,0,76,21,157,57%,42,97,35,13,568,358,555,75,61,131,0
312,Adam Forshaw,60,0,13,28,0,0.00,0,0,0,0,0,42,10,24%,0,2,2,"2,200",36.67,3,59,19%,14,153,9,0,59,3,115,57%,13,55,35,14,299,226,260,35,28,52,1
313,Marcus Forss,7,0,2,5,0,0.00,0,0,0,0,0,5,0,0%,0,0,1,36,5.14,1,1,0,0,3,0,3,3,1,0,0,,,,,,,,,,,
314,Fraser Forster,134,42,54,50,347,3,50,102,26,41,394,"1,006",42,165,8,0,5,0,1,0,0,"3,288",24.54,930,,,,,,,,,,,,,,,,,
315,Marlon Fossey,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
316,Tariqe Fosu-Henry,1,0,0,1,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,6,6.00,0,1,100%,0,0,0,0,0,0,0,0%,0,0,0,0,1,1,1,0,0,1,0
317,Chris Francis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
318,Tyrese Francois,2,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,15,7.50,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,1,0,2,0,0,1,0
319,Ryan Fraser,173,18,48,80,18,0.10,0,14,4,0,1,175,76,43%,2,9,31,"4,203",24.29,48,909,24%,17,109,11,1,58,17,73,59%,52,81,95,41,517,449,456,71,42,142,0
320,Melkamu Frauendorf,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
321,Fred,115,7,58,27,7,0.06,0,2,5,0,0,111,31,28%,4,5,5,"5,837",50.76,14,91,23%,25,338,22,0,152,3,242,50%,31,139,78,19,803,493,575,96,37,64,1
322,Freddie Woodman,4,0,0,3,10,1,0,3,0,0,11,39,0,12,1,0,0,0,0,0,0,107,26.75,24,,,,,,,,,,,,,,,,,
323,Ryan Fredericks,71,2,22,33,10,79,132,66%,1,6,52,146,77,2,216,270,222,27,71,73,0,1,4,"1,788",25.18,5,124,23%,1,51,16,0,51,2,2,0,2,0,0,,
324,Tyler Fredricson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
325,Remo Freuler,11,0,2,6,0,0.00,0,0,0,0,0,3,1,33%,0,0,0,358,32.55,0,3,33%,0,13,2,0,11,0,18,50%,1,12,16,6,42,35,30,3,8,7,0
326,James Furlong,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
327,Gabriel Jesus,173,63,133,20,63,0.36,12,33,18,3,0,393,180,46%,11,81,34,"3,657",21.14,33,56,19,0,156,91,109,93,62,35,25,,,,,,,,,,,
328,Gabriel Magalhães,72,9,45,20,25,72,94,62%,6,13,51,233,132,1,362,323,188,9,142,103,0,3,0,"4,463",61.99,1,5,20%,4,173,10,2,51,1,9,4,1,3,1,,
329,Gabriel Martinelli,71,16,39,18,16,0.23,2,11,3,1,0,117,43,37%,5,14,9,"1,169",16.46,13,171,14%,9,41,3,1,63,18,66,64%,26,38,26,16,188,251,385,95,38,118,0
330,Conor Gallagher,76,11,19,30,11,0.14,0,10,1,0,0,89,33,37%,3,5,6,"2,191",28.83,9,218,25%,3,97,22,1,118,2,168,55%,22,64,57,24,408,430,468,75,52,83,0
331,Alejandro Garnacho,5,1,1,3,1,0.20,0,0,1,0,0,2,2,100%,0,0,0,33,6.60,0,1,0%,0,0,1,0,2,0,2,50%,0,0,0,0,2,2,9,0,0,0,0
332,James Garner,8,0,3,4,0,0.00,0,0,0,0,0,2,1,50%,0,0,0,88,11.00,0,6,0%,0,2,1,0,4,1,6,83%,1,4,2,0,15,9,12,0,2,2,0
333,Dwight Gayle,145,26,35,75,26,0.18,3,16,7,2,2,178,66,37%,5,28,7,"1,325",9.14,7,69,9,1,85,37,64,44,28,43,26,,,,,,,,,,,
334,Paulo Gazzaniga,43,6,13,20,127,1,18,36,17,31,162,359,6,61,7,0,1,0,1,0,0,982,22.84,221,,,,,,,,,,,,,,,,,
335,Jean-Philippe Gbamin,6,0,1,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,101,16.83,0,0,0%,0,2,0,0,2,0,6,67%,0,2,6,4,14,17,17,4,4,2,0
336,Joe Gelhardt,31,2,6,20,2,0.06,0,1,1,0,0,31,12,39%,0,4,3,211,6.81,5,4,5,0,23,5,7,11,0,7,3,,,,,,,,,,,
337,Brooklyn Genesini,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
338,Saman Ghoddos,23,1,4,11,1,0.04,0,1,0,0,0,8,3,38%,0,1,1,209,9.09,3,22,2,0,12,0,17,5,3,11,6,,,,,,,,,,,
339,Morgan Gibbs-White,61,3,17,30,3,0.05,0,3,0,0,0,45,12,27%,1,7,3,"1,053",17.26,5,97,25%,13,45,5,0,29,3,26,65%,12,14,6,2,143,129,182,35,40,66,0
340,Lewis Gibson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
341,Alexander Gibson-Hammond,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
342,Tarik Gidaree,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
343,Bryan Gil,10,0,5,4,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,63,6.30,0,6,0,0,1,0,4,0,0,0,0,,,,,,,,,,,
344,Alex Gilbert,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
345,Ryan Giles,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
346,Mark Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
347,Billy Gilmour,39,0,10,23,0,0.00,0,0,0,0,0,20,3,15%,0,0,1,"1,568",40.21,1,101,34%,3,98,2,0,33,1,50,50%,10,23,33,11,150,109,133,18,17,28,0
348,Ryan Glover,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
349,Wilfried Gnonto,3,0,2,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,1,27,9.00,1,4,0,0,1,0,4,0,0,2,1,,,,,,,,,,,
350,Ben Godfrey,85,0,23,47,17,136,125,64%,1,9,73,349,185,1,392,348,223,26,160,119,2,2,2,"3,589",42.22,2,21,33%,2,154,13,1,47,4,0,0,0,0,2,,
351,Martial Godo,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
352,Pierluigi Gollini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
353,Claudio Gomes,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
354,Joe Gomez,99,0,67,11,37,71,144,73%,1,5,120,226,104,0,532,435,330,49,199,156,0,1,4,"5,965",60.25,3,89,22%,2,292,19,0,77,1,0,0,0,0,0,,
355,Gonçalo Guedes,12,1,1,7,1,0.08,0,1,0,0,0,19,6,32%,0,0,1,169,14.08,1,27,1,0,10,5,7,6,1,2,0,,,,,,,,,,,
356,Charlie Goode,6,0,2,2,1,6,7,71%,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0,230,38.33,1,6,33%,0,16,3,0,5,0,0,0,0,0,0,,
357,Owen Goodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
358,Lewis Gordon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
359,Lewis Grabban,24,1,6,13,1,0.04,0,1,0,0,0,20,10,50%,0,2,1,328,13.67,0,14,2,0,9,6,12,3,2,1,1,,,,,,,,,,,
360,Lee Grant,31,9,10,12,99,0,21,24,16,21,114,301,9,41,0,0,1,0,0,0,0,959,30.94,365,,,,,,,,,,,,,,,,,
361,Demarai Gray,182,16,66,76,16,0.09,0,11,4,0,0,233,75,32%,3,10,13,"2,924",16.07,22,491,11,0,56,23,120,84,60,63,16,,,,,,,,,,,
362,Jack Grealish,130,19,55,53,19,0.15,1,13,5,0,0,204,69,34%,4,17,19,"4,259",32.76,33,322,22%,6,151,18,0,107,19,99,65%,76,66,27,11,512,811,571,237,74,100,1
363,Ben Greenwood,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
364,Harvey Griffiths,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
365,Pascal Groß,169,22,43,68,22,0.13,2,16,4,5,1,170,63,37%,3,9,29,"5,975",35.36,53,"1,020",30%,31,340,13,0,109,37,194,52%,55,82,88,32,608,399,637,42,88,205,0
366,Vicente Guaita,136,39,46,54,402,1,82,77,31,47,675,"1,095",39,180,3,1,8,0,3,0,0,"3,480",25.59,815,,,,,,,,,,,,,,,,,
367,Marc Guéhi,50,2,15,16,13,61,51,43%,1,8,48,172,86,2,271,203,112,14,85,68,1,0,1,"3,252",65.04,2,3,0%,1,216,9,0,26,0,2,0,1,1,0,,
368,Idrissa Gueye,144,3,46,63,3,0.02,0,3,0,0,0,97,21,22%,2,3,5,"7,481",51.95,3,52,25%,9,378,36,1,237,2,563,72%,34,379,164,53,"1,216","1,048",734,140,136,122,2
369,Frédéric Guilbert,25,0,7,13,2,36,74,58%,0,2,49,62,26,0,104,164,172,23,48,68,0,0,2,749,29.96,1,91,16%,0,40,7,0,36,2,0,0,0,0,0,,
370,Ilkay Gündogan,169,38,128,25,38,0.22,5,25,8,3,1,257,82,32%,7,19,14,"9,419",55.73,25,252,27%,54,360,15,0,74,8,142,56%,80,127,69,28,757,452,455,129,77,84,0
371,Patrik Gunnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
372,Darko Gyabi,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
373,Erling Haaland,13,18,9,2,18,1.38,3,3,12,3,0,52,28,54%,2,7,3,187,14.38,7,3,2,0,9,4,1,9,1,4,4,,,,,,,,,,,
374,Oliver Hammond,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
375,Reece Hannam,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
376,Isak Hansen-Aaröen,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
377,Riley Harbottle,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
378,Bjorn Hardley,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
379,Luke Harris,2,0,1,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,6,3.00,0,1,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,1,0,0,0,0
380,Jack Harrison,84,17,28,39,17,0.20,0,8,9,0,0,99,41,41%,2,8,12,"2,197",26.15,18,375,17%,11,60,7,0,71,17,137,60%,25,40,40,14,387,361,545,114,48,113,0
381,Taylor Harwood-Bellis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
382,Kortney Hause,32,3,9,15,6,49,28,50%,0,2,34,159,86,0,183,212,118,12,159,60,0,1,0,"1,253",39.16,1,0,0%,2,95,5,0,35,2,3,2,1,0,1,,
383,Kai Havertz,69,15,33,19,15,0.22,5,2,8,0,0,111,50,45%,2,24,6,"1,701",24.65,4,23,17%,5,21,8,0,89,31,51,47%,23,8,64,50,162,237,361,44,94,111,1
384,Kaine Hayden,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
385,Maxwell Haygarth,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
386,Tom Heaton,116,28,34,55,408,3,40,96,73,53,436,"1,023",28,167,3,2,5,0,2,0,0,"3,290",28.36,"1,067",,,,,,,,,,,,,,,,,
387,Michael Hector,4,0,0,3,0,10,3,67%,0,1,0,6,4,1,19,15,14,3,6,4,0,0,0,186,46.50,0,0,0%,0,20,2,0,5,0,0,0,0,0,0,,
388,Krisztián Hegyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
389,Karl Hein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
390,Hélder Costa,48,4,17,21,4,0.08,0,1,3,0,0,42,13,31%,0,6,5,750,15.63,3,71,3,0,41,9,43,14,12,10,6,,,,,,,,,,,
391,Jordan Henderson,408,33,223,90,33,0.08,1,24,8,1,2,397,109,27%,11,19,52,"22,340",54.75,61,881,23%,145,"1,400",37,2,332,32,738,70%,113,502,377,150,"2,316","1,328","1,362",161,277,264,1
392,Jeff Hendrick,147,12,49,67,12,0.08,1,10,1,0,0,108,27,25%,0,7,6,"3,577",24.33,7,100,21%,10,155,20,2,112,36,100,54%,40,98,107,51,570,386,591,90,107,172,0
393,Wayne Hennessey,183,37,47,96,625,3,73,274,96,123,690,"1,642",37,307,13,1,4,0,1,0,1,"4,929",26.93,"1,647",,,,,,,,,,,,,,,,,
394,Rico Henry,49,3,16,19,10,66,49,65%,0,6,38,83,43,0,254,170,208,36,45,60,0,0,1,"1,396",28.49,5,110,23%,2,47,2,0,30,2,3,2,0,1,0,,
395,Yangel Herrera,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
396,Aaron Hickey,9,0,2,3,0,15,20,70%,0,2,10,9,5,0,32,48,32,7,4,4,0,0,0,249,27.67,0,13,8%,0,5,4,0,7,0,0,0,0,0,0,,
397,James Hill,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
398,Jack Hinchy,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
399,George Hirst,2,0,0,2,0,0.00,0,0,0,0,0,3,1,33%,0,0,0,5,2.50,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,5,2,0,3,1,0
400,Leo Hjelde,2,0,1,1,0,5,5,80%,0,0,4,7,4,0,9,8,3,0,3,2,0,0,0,80,40.00,0,3,0%,0,3,0,0,1,0,0,0,0,0,0,,
401,Joseph Hodge,3,0,1,2,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,42,14.00,0,0,0%,0,0,1,0,2,0,3,33%,1,0,0,0,4,3,5,0,0,0,0
402,Ki-Jana Hoever,20,0,3,11,1,16,24,50%,0,0,15,29,12,0,58,58,59,17,9,12,0,0,0,409,20.45,0,29,10%,0,12,2,0,9,2,0,0,0,0,0,,
403,Rob Holding,88,1,51,24,22,84,103,60%,2,4,82,327,194,1,373,339,282,25,194,144,1,0,1,"4,316",49.05,0,5,60%,1,217,12,1,63,2,1,1,0,0,1,,
404,Mason Holgate,122,3,48,42,28,153,212,64%,3,6,148,471,233,2,545,583,406,38,232,177,1,3,5,"4,518",37.03,8,93,16%,4,393,28,1,101,4,3,1,1,1,1,,
405,Ethan Horvath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
406,Conor Hourihane,31,4,9,15,4,0.13,0,1,3,0,1,34,12,35%,1,1,6,745,24.03,10,139,23%,1,24,4,0,15,4,16,63%,13,9,28,10,83,55,51,4,15,9,0
407,Callum Hudson-Odoi,72,4,37,18,4,0.06,0,4,0,0,0,70,21,30%,2,5,11,"1,565",21.74,15,177,25%,1,70,2,0,33,15,55,64%,32,16,14,4,145,183,206,75,9,30,0
408,Will Hughes,101,5,32,49,5,0.05,0,1,4,0,0,78,16,21%,0,5,9,"2,753",27.26,9,137,22%,7,54,20,0,146,2,215,58%,29,85,64,26,436,498,495,66,62,109,0
409,Omari Hutchinson,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
