,Player name,Appearances,Goals,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
553,Marçal,31,0,15,13,7,23,55,49%,0,5,40,58,35,0,124,118,108,14,37,26,0,0,0,991,31.97,1,73,15%,0,39,5,0,41,1,0,0,0,0,1,,
554,Marcelo Pitaluga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
555,Solly March,156,4,39,63,4,0.03,2,1,1,0,0,161,51,32%,4,12,12,"3,720",23.85,21,595,22%,4,207,8,0,144,36,233,54%,52,112,129,53,601,664,747,200,103,195,0
556,Emiliano Marcondes,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0,1,0,0,0,0,0,0%,0,0,1,0,1,1,0,0,0,0,0
557,Pablo Marí,14,0,7,5,5,12,22,59%,0,1,13,48,27,0,55,64,45,3,36,28,0,0,0,821,58.64,1,0,0%,0,30,3,0,11,0,0,0,0,0,0,,
558,Dilan Markanday,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
559,Marquinhos,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
560,Filip Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
561,Anthony Martial,180,58,94,42,58,0.32,6,41,11,3,0,320,150,47%,5,38,28,"4,303",23.91,41,211,8,1,141,67,79,81,30,66,36,,,,,,,,,,,
562,David Martin,5,2,2,3,15,0,1,1,0,0,12,44,2,6,1,0,1,0,0,0,0,111,22.20,40,,,,,,,,,,,,,,,,,
563,Emiliano Martínez,104,35,42,45,320,3,11,115,30,28,471,721,35,128,3,0,9,0,2,0,0,"2,875",27.64,591,,,,,,,,,,,,,,,,,
564,Arthur Masuaku,105,1,38,41,17,127,247,61%,0,7,119,170,85,0,564,624,530,215,97,90,0,1,9,"3,328",31.70,10,256,17%,4,146,15,1,90,3,1,0,0,1,0,,
565,Tawanda Maswanhise,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
566,Juan Mata,278,52,145,66,52,0.19,2,7,43,3,8,372,138,37%,11,29,54,"11,873",42.71,70,"1,118",24%,92,654,19,1,137,106,203,70%,102,136,67,6,"1,131",637,916,178,23,70,1
567,Mateo Joseph,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
568,Jean-Philippe Mateta,40,7,10,18,7,0.17,2,3,2,0,0,52,24,46%,0,4,1,338,8.45,1,8,4,0,26,19,11,8,5,22,16,,,,,,,,,,,
569,Matheus Nunes,12,0,2,7,0,0.00,0,0,0,0,0,15,3,20%,1,1,1,308,25.67,2,14,7%,3,22,1,0,17,0,22,64%,5,3,12,8,42,53,55,10,8,8,0
570,Nemanja Matic,251,6,150,48,6,0.02,0,2,4,0,0,146,39,27%,3,7,23,"14,518",57.84,17,102,21%,33,845,41,3,274,14,547,67%,49,390,433,272,"1,823","1,342","1,147",269,390,266,1
571,Joël Matip,130,8,86,11,49,102,200,71%,1,20,180,489,277,2,667,653,316,31,366,161,0,2,5,"8,315",63.96,9,7,0%,10,392,13,0,75,1,8,5,3,0,6,,
572,Matthew Craig,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
573,Remi Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
574,Matty Longstaff,14,2,2,8,2,0.14,0,2,0,0,0,4,2,50%,1,0,0,394,28.14,1,6,50%,1,13,1,0,9,0,6,50%,1,12,5,3,62,32,43,5,11,9,0
575,Neal Maupay,112,27,29,43,27,0.24,3,18,6,5,0,241,83,34%,1,28,7,"2,033",18.15,13,32,12,1,105,34,62,74,20,15,5,,,,,,,,,,,
576,Konstantinos Mavropanos,7,0,3,4,1,4,2,50%,0,0,13,16,10,0,19,13,14,3,6,10,0,0,0,240,34.29,1,0,0%,0,19,1,1,4,0,0,0,0,0,0,,
577,Alfie Mawson,80,6,21,42,17,127,72,72%,1,7,84,455,259,1,421,382,230,42,238,147,2,2,1,"3,439",42.99,2,6,17%,2,398,6,0,35,1,6,3,3,0,2,,
578,Kevin Mbabu,9,0,2,5,0,12,14,79%,0,0,6,4,1,0,15,26,27,5,5,8,0,0,1,105,11.67,1,9,33%,0,5,1,0,7,1,0,0,0,0,0,,
579,Loïc Mbe Soh,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
580,Luke Mbete,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
581,Bryan Mbeumo,50,7,16,20,7,0.14,0,0,7,2,0,105,35,33%,8,13,8,"1,001",20.02,9,122,24%,8,34,7,0,29,16,35,57%,24,14,20,8,180,172,298,54,39,121,0
582,Xavier Mbuyamba,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
583,James McArthur,319,23,103,139,23,0.07,6,10,7,0,0,228,67,29%,3,12,23,"11,703",36.69,25,165,20%,35,643,52,0,424,16,694,71%,74,445,359,132,"1,682","1,488","1,638",189,353,428,0
584,James McAtee,2,0,2,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,13,6.50,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,1,2,5,1,1,0,0
585,Kasey McAteer,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
586,Connor McAvoy,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
587,Alfie McCalmont,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
588,Liam McCarron,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
589,Alex McCarthy,141,29,37,63,448,1,78,131,29,35,509,"1,074",29,229,8,0,6,0,1,0,0,"3,625",25.71,842,,,,,,,,,,,,,,,,,
590,Thomas McGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
591,John McGinn,115,9,39,55,9,0.08,0,0,9,0,0,161,51,32%,3,8,12,"3,771",32.79,18,253,25%,25,353,27,0,157,1,258,62%,42,114,70,21,662,738,616,158,77,103,0
592,Scott McKenna,14,0,2,8,3,30,11,55%,0,0,10,66,31,0,53,43,27,5,24,15,0,1,0,579,41.36,1,2,50%,0,29,4,0,7,0,0,0,0,0,0,,
593,Stuart McKinstry,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0
594,Dwight McNeil,149,9,42,66,9,0.06,0,0,9,0,0,164,46,28%,4,5,17,"3,776",25.34,33,854,11,0,73,5,235,59,117,107,47,,,,,,,,,,,
595,Charlie McNeill,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
596,Scott McTominay,132,11,70,29,11,0.08,1,7,3,0,0,105,34,32%,1,6,3,"4,622",35.02,7,47,19%,6,228,23,0,176,3,195,56%,40,130,189,129,621,690,544,107,226,146,1
597,Ben Mee,231,11,66,101,66,318,312,57%,7,17,349,"1,367",804,12,"1,285","1,325",820,44,837,533,5,6,5,"8,620",37.32,12,76,16%,1,877,43,0,147,9,11,9,1,1,7,,
598,Hannibal Mejbri,3,0,1,2,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,24,8.00,0,0,0%,0,0,2,0,3,1,2,50%,0,0,0,0,1,5,8,2,0,1,0
599,Édouard Mendy,74,31,39,17,155,1,16,47,7,30,322,412,31,68,3,0,6,0,2,0,0,"1,927",26.04,270,,,,,,,,,,,,,,,,,
600,Teden Mengi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
601,Chris Mepham,39,1,8,22,6,67,47,45%,1,2,42,203,106,0,149,157,111,6,89,61,1,2,1,"1,479",37.92,1,4,25%,0,63,7,0,30,1,1,0,1,0,0,,
602,Illan Meslier,87,18,29,39,327,1,54,53,10,41,636,652,18,157,3,1,2,0,1,0,0,"2,541",29.21,360,,,,,,,,,,,,,,,,,
603,Matt Miazga,2,0,1,1,1,1,3,100%,0,0,2,9,4,0,5,11,10,0,7,8,0,1,0,90,45.00,0,0,0%,0,3,1,0,1,1,0,0,0,0,0,,
604,Alex Mighten,1,0,0,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
605,Luka Milivojevic,174,28,57,71,28,0.16,0,28,0,22,3,176,62,35%,5,5,5,"7,456",42.85,11,457,28%,12,499,43,1,267,2,356,61%,52,277,270,125,969,791,755,65,216,164,5
606,Amari Miller,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
607,Stanley Mills,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
608,James Milner,600,55,309,144,55,0.09,1,38,8,17,4,523,157,30%,7,14,87,"17,970",29.95,50,"2,354",23%,114,957,70,3,480,45,867,76%,182,475,464,149,"1,927","1,998","2,388",325,381,550,2
609,Yerry Mina,80,5,35,26,14,83,87,61%,1,9,72,296,179,1,313,379,227,7,248,147,1,3,1,"3,494",43.67,2,7,14%,1,223,12,0,61,4,5,4,1,0,0,,
610,Takumi Minamino,40,6,23,11,6,0.15,0,5,1,0,0,35,14,40%,0,4,0,561,14.03,2,14,7%,1,12,2,0,22,2,17,65%,13,7,17,2,76,65,124,16,13,19,0
611,Tyrone Mings,135,5,46,64,34,188,92,60%,2,11,154,633,299,10,732,471,291,34,282,159,4,5,7,"5,815",43.07,4,20,30%,3,424,26,1,88,7,5,1,1,3,0,,
612,Tyrick Mitchell,73,1,22,29,15,93,191,55%,2,5,72,150,52,0,405,307,224,33,50,65,0,0,5,"2,647",36.26,4,110,30%,1,114,5,0,33,2,1,0,0,0,0,,
613,Kaoru Mitoma,9,1,4,3,1,0.11,1,0,0,0,0,3,2,67%,0,1,1,143,15.89,3,8,0,0,4,0,14,1,1,2,1,,,,,,,,,,,
614,Aleksandar Mitrovic,116,33,25,63,33,0.28,14,16,3,7,0,329,122,37%,8,35,10,"2,415",20.82,13,19,18,2,149,63,60,68,17,105,88,,,,,,,,,,,
615,Jakub Moder,40,0,11,14,0,0.00,0,0,0,0,0,41,9,22%,4,5,3,"1,023",25.57,5,56,16%,6,17,2,0,31,2,57,56%,15,13,27,11,142,124,165,21,32,49,0
616,Mohamed Elneny,86,1,54,22,1,0.01,0,1,0,0,0,60,10,17%,1,2,5,"4,100",47.67,2,32,13%,5,136,11,1,40,2,88,52%,26,74,72,29,360,171,189,15,32,64,0
617,Mohamed Salah,207,126,138,27,126,0.61,7,16,103,18,0,751,329,44%,16,104,50,"5,945",28.72,74,278,5,0,106,101,96,191,34,27,12,,,,,,,,,,,
618,Jacob Montes,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
619,Fionn Mooney,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
620,Kieffer Moore,15,4,4,7,4,0.27,3,1,0,0,0,10,6,60%,0,1,0,224,14.93,1,5,0,0,15,0,10,1,0,12,10,,,,,,,,,,,
621,Andrew Moran,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
622,Pablo Moreno,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
623,Jimmy Morgan,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
624,Nathan Moriah-Welsh,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
625,Tyler Morton,2,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,35,17.50,0,0,0%,0,1,1,0,1,0,0,0%,0,3,0,0,5,2,6,0,2,3,0
626,Yerson Mosquera,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
627,Louie Moulden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
628,Mason Mount,119,26,60,31,26,0.22,0,23,3,2,2,258,91,35%,9,16,22,"4,503",37.84,33,503,29%,21,123,11,0,133,13,177,46%,80,62,45,19,459,453,607,112,41,122,0
629,Fabian Mrozek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
630,Divin Mubama,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
631,Romaine Mundle,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
632,Arijanet Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
633,Jacob Murphy,108,5,32,49,5,0.05,1,4,0,0,1,93,27,29%,5,6,8,"1,376",12.74,14,187,20%,6,47,7,0,58,5,115,57%,27,45,56,25,315,283,369,89,32,84,0
634,Mateusz Musialowski,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
635,Yoshinori Muto,25,1,3,16,1,0.04,0,0,1,0,0,7,3,43%,0,2,0,145,5.80,0,5,1,0,15,5,11,1,5,3,2,,,,,,,,,,,
636,Enock Mwepu,24,2,13,4,2,0.08,0,2,0,0,0,21,9,43%,0,3,5,460,19.17,5,10,10%,4,7,2,0,20,4,32,53%,3,13,17,11,79,72,104,15,9,36,0
637,Vitaliy Mykolenko,28,1,7,14,7,33,48,54%,0,2,39,63,33,1,134,91,94,7,21,33,0,0,0,854,30.50,0,70,26%,2,31,2,0,26,0,1,0,0,1,0,,
638,Daniel N'Lundulu,13,0,3,7,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,29,2.23,0,0,0,0,6,1,0,0,0,2,1,,,,,,,,,,,
639,Marvelous Nakamba,58,0,20,28,0,0.00,0,0,0,0,0,9,2,22%,0,0,0,"1,451",25.02,0,6,0%,1,45,13,0,50,0,109,56%,0,68,55,16,295,221,196,32,38,51,2
640,Adler Nascimento,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
641,Wilfred Ndidi,175,7,75,65,7,0.04,1,4,2,0,0,185,29,16%,5,4,9,"8,810",50.34,6,34,3%,18,364,32,2,284,6,649,62%,50,366,412,222,"1,467","1,396","1,154",132,494,402,2
642,Tanguy Ndombélé,63,6,22,24,6,0.10,0,4,2,0,0,36,14,39%,0,1,5,"2,068",32.83,7,22,18%,19,46,7,0,43,0,75,57%,15,34,18,5,228,315,237,123,19,28,0
643,Reiss Nelson,25,3,12,7,3,0.12,0,3,0,0,0,18,7,39%,0,1,1,353,14.12,0,37,1,0,12,4,18,6,7,3,0,,,,,,,,,,,
644,Nélson Semedo,72,1,23,33,14,76,169,63%,1,12,67,140,73,0,378,402,347,105,62,81,1,1,3,"2,737",38.01,1,122,21%,4,83,9,1,75,6,1,0,1,0,0,,
645,Neto,8,2,2,2,23,0,4,8,1,1,33,57,2,8,0,0,2,0,0,0,0,186,23.25,56,,,,,,,,,,,,,,,,,
646,Moussa Niakhaté,2,0,1,1,0,2,1,0%,0,0,1,18,6,0,7,12,16,0,11,6,0,0,0,50,25.00,0,0,0%,0,4,0,0,3,0,0,0,0,0,0,,
647,Saúl Ñíguez,10,0,7,0,0,0.00,0,0,0,0,0,5,1,20%,0,0,0,325,32.50,0,10,20%,0,13,1,0,9,0,20,45%,2,7,9,6,18,30,39,2,8,11,0
648,Eddie Nketiah,71,10,37,25,10,0.14,1,5,4,0,0,68,28,41%,8,8,2,532,7.49,4,7,3,1,51,11,24,14,7,17,8,,,,,,,,,,,
649,Niels Nkounkou,2,0,0,2,0,1,4,75%,0,0,0,4,2,0,3,6,9,2,0,0,0,0,0,28,14.00,0,4,25%,0,1,1,0,1,0,0,0,0,0,0,,
650,Mark Noble,414,47,147,168,47,0.11,0,45,2,28,2,335,116,35%,7,4,35,"18,545",44.79,35,966,32%,105,"1,521",82,5,390,28,875,70%,91,583,269,74,"2,419","1,643","1,573",248,103,134,3
651,James Norris,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
652,Darwin Núñez,10,5,4,2,5,0.50,1,3,1,0,0,39,17,44%,4,8,2,136,13.60,6,7,0,1,9,7,3,5,2,4,3,,,,,,,,,,,
653,Nuno da Costa,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
654,Nuno Tavares,22,1,13,9,3,19,21,67%,0,4,9,30,20,0,68,75,84,18,24,22,0,1,1,586,26.64,1,40,23%,0,13,2,0,23,1,1,0,1,0,0,,
655,Ethan Nwaneri,1,0,1,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
656,Christian Nørgaard,40,4,15,17,4,0.10,1,2,1,0,0,32,12,38%,2,4,4,"1,831",45.77,7,15,20%,7,83,8,0,63,0,118,53%,8,72,61,30,304,226,224,20,53,70,0
657,Jake O'Brien,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
658,Oliver O'Neill,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
659,Tommi O'Reilly,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
660,Michael Obafemi,32,4,12,14,4,0.13,0,3,1,0,0,20,8,40%,0,4,3,168,5.25,3,4,2,0,14,4,9,7,7,0,0,,,,,,,,,,,
661,Ademipo Odubeko,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
662,Chituru Odunze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
663,Odeluga Offiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
664,Angelo Ogbonna,176,8,67,62,39,249,203,66%,1,14,248,820,446,0,746,759,478,31,458,281,1,2,1,"6,035",34.29,4,12,50%,3,407,22,0,119,1,8,6,0,1,2,,
665,Mazeed Ogungbo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
666,Braian Ojeda,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
667,Sheyi Ojo,8,0,3,2,0,0.00,0,0,0,0,0,5,1,20%,0,0,3,140,17.50,2,19,0,0,3,0,9,3,2,1,0,,,,,,,,,,,
668,Armstrong Oko-Flex,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
669,Ferdinand Okoh,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
670,Arthur Okonkwo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
671,Ademola Ola-Adebomi,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
672,Kazeem Olaigbe,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
673,Michael Olise,39,3,12,12,3,0.08,0,0,3,0,1,33,13,39%,1,0,7,881,22.59,10,146,22%,4,38,5,0,23,3,38,66%,10,10,12,1,111,137,151,46,10,23,0
674,Robin Olsen,9,2,2,4,25,0,2,10,0,0,33,76,2,16,0,0,1,0,0,0,0,235,26.11,56,,,,,,,,,,,,,,,,,
675,David Omilabu,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
676,Tobi Omole,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
677,Amadou Onana,14,0,3,6,0,0.00,0,0,0,0,0,15,0,0%,0,3,1,380,27.14,1,2,0%,3,14,4,0,22,0,37,70%,4,10,19,9,59,91,75,9,24,28,0
678,Josh Onomah,26,0,9,13,0,0.00,0,0,0,0,0,10,3,30%,0,0,0,239,9.19,0,7,0%,0,4,1,0,13,1,18,78%,3,3,3,0,23,30,43,4,7,9,0
679,Tyler Onyango,3,0,0,2,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,2,0.67,0,0,0%,0,0,0,0,0,0,0,0%,1,0,1,0,0,1,3,0,1,2,0
680,Frank Onyeka,32,0,12,11,0,0.00,0,0,0,0,0,19,6,32%,1,2,1,440,13.75,1,13,8%,0,15,4,0,42,1,38,68%,6,19,20,6,100,106,128,12,21,31,0
681,Lewis Orford,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
682,Divock Origi,107,22,66,18,22,0.21,7,11,4,0,0,106,46,43%,5,10,6,954,8.92,3,71,1,0,49,26,37,24,9,13,6,,,,,,,,,,,
683,Stefan Ortega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,,,,,,,,,,,,,,,,,
684,Owen Otasowie,6,0,1,2,0,0.00,0,0,0,0,0,4,0,0%,0,1,1,59,9.83,0,0,0%,0,0,1,0,3,0,5,100%,1,3,4,3,16,22,20,3,8,9,0
685,Salah-Eddine Oulad M'hand,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
686,Alex Oxlade-Chamberlain,229,19,135,49,19,0.08,1,14,4,0,0,266,72,27%,8,11,24,"5,085",22.21,30,456,20%,56,283,10,0,118,15,207,72%,95,141,80,27,615,754,775,357,85,147,3
687,Daniel Oyegoke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
688,David Ozoh,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
689,Sam Packham,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
690,Adrion Pajaziti,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
691,Cole Palmer,11,0,11,0,0,0.00,0,0,0,0,0,6,1,17%,0,0,0,109,9.91,1,7,29%,1,2,0,0,1,1,5,40%,3,2,1,0,9,16,12,4,3,1,0
692,Jonathan Panzo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
693,Stefan Parkes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
694,Troy Parrott,2,0,1,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,4,2.00,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
695,Thomas Partey,59,4,37,14,4,0.07,1,2,0,0,0,82,16,20%,4,4,3,"3,051",51.71,2,10,0%,14,178,11,0,61,0,110,58%,27,60,67,27,379,280,234,72,60,55,1
696,Maksim Paskotsi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,
