,"CHALLENGES WON, %",AIR CHALLENGES LOST,AIR CHALLENGES WON,FOULS,YELLOW CARDS,"AIR CHALLENGES, %",ASSISTS,EXPECTED ASSISTS (XA),PASSES INTO FINAL THIRD,CROSSES,"SUCCESSFUL DRIBBLES, %",TACKLES,PASS INTERCEPTIONS,ERRORS LEADING TO GOAL,BLOCKED SHOTS,CLEARANCES,"TACKLES WON, %",PASSES,"PASS COMPLETION, %",PASSING SPEED,GOALS,BIG CHANCES,"CONVERSION OF BIG CHANCES, %",SHOTS ON TARGET,"SHOTS ON TARGET CONVERSION RATE, %",EXPECTED GOALS (XG),GOALS WITH HEAD,XG CONVERSION
18,0.54,55.21,89.0,44.0,48.0,44.0,0.62,0.08,0.62,0.08,11.0,0.39,0.42,22.52,2.25,63.0,3.11,2.8,0.0,0.16,0.0,48.0,55.21,89.0,3.53,0.16,0.39,40.0
19,3.54,4.7,65.0,76.0,0.0,65.0,0.72,2.24,1.16,0.36,76.0,0.07,0.19,16.69,1.95,83.0,3.54,4.7,0.29,0.29,0.0,51.0,52.01,82.0,1.32,0.0,0.22,33.0
20,1.47,67.2,91.0,65.0,68.0,65.0,0.46,1.01,1.1,0.0,69.0,0.09,0.24,23.72,0.55,83.0,3.4,3.03,0.18,0.0,0.0,68.0,67.2,91.0,2.79,0.18,0.46,40.0
21,1.2,62.12,92.0,66.0,70.0,66.0,2.03,3.51,1.11,0.46,63.0,0.09,0.1,16.15,0.09,90.0,3.69,4.25,0.09,0.37,0.0,70.0,62.12,92.0,1.52,0.0,0.18,0.0
22,0.66,29.0,0.87,63.0,44.0,39.0,0.66,0.53,0.13,0.0,44.0,0.13,0.23,24.68,0.0,63.0,0.66,0.92,0.0,0.0,0.0,60.0,46.45,86.0,2.34,0.66,3.17,29.0
23,0.9,52.24,90.0,62.0,50.0,62.0,0.45,1.2,0.38,0.08,73.0,0.15,0.28,23.34,0.75,85.0,1.95,2.4,0.0,0.08,0.0,50.0,52.24,90.0,2.04,0.45,0.75,60.0
24,2.15,46.55,83.0,41.0,39.0,41.0,0.95,0.4,0.95,0.16,29.0,0.16,0.45,23.95,1.11,69.0,2.47,1.99,0.0,0.0,0.0,39.0,46.55,83.0,1.58,0.48,0.95,50.0
25,1.73,48.58,83.0,54.0,58.0,54.0,1.36,2.96,1.23,0.12,69.0,0.12,0.24,16.89,0.37,54.0,3.21,5.3,0.12,0.37,0.0,58.0,48.58,83.0,1.95,0.37,1.23,30.0
26,1.54,47.2,85.0,54.0,63.0,54.0,0.61,0.61,0.72,0.31,50.0,0.31,0.51,24.27,0.51,65.0,1.95,0.82,0.1,0.1,0.0,63.0,47.2,85.0,2.71,0.51,2.66,19.0
27,3.77,7.29,69.0,61.0,0.0,69.0,2.11,3.32,0.89,0.06,61.0,0.0,0.06,11.57,0.06,82.0,3.77,7.29,0.13,0.06,0.0,85.0,77.09,92.0,1.77,0.0,0.13,0.0
28,1.39,4.05,72.0,70.0,0.0,72.0,0.66,1.53,0.66,0.27,70.0,0.07,0.07,4.45,0.0,90.0,1.39,4.05,0.33,0.33,0.0,71.0,60.91,94.0,1.65,0.13,0.2,67.0
29,0.75,42.0,0.62,47.0,30.0,35.0,3.38,1.44,0.63,0.25,30.0,0.06,0.21,12.96,1.25,47.0,1.63,0.56,0.0,0.13,0.0,46.0,22.41,75.0,1.68,0.75,2.07,42.0
30,1.55,25.15,80.0,28.0,25.0,28.0,1.55,0.34,0.61,0.0,18.0,0.27,0.47,16.45,1.01,38.0,1.08,0.94,0.0,0.0,0.0,25.0,25.15,80.0,1.89,0.4,2.16,19.0
31,0.72,36.0,0.54,61.0,40.0,47.0,0.86,0.57,0.43,0.29,40.0,0.29,0.53,16.74,0.86,61.0,1.57,2.15,0.0,0.0,0.14,27.0,40.49,83.0,2.64,0.72,2.0,36.0
32,0.29,48.92,88.0,61.0,57.0,61.0,0.93,1.64,1.35,0.36,64.0,0.14,0.05,11.62,1.07,74.0,3.99,4.42,0.0,0.93,0.0,57.0,48.92,88.0,1.4,0.29,0.64,44.0
33,0.89,31.0,0.63,45.0,43.0,32.0,0.6,0.45,0.6,0.15,43.0,0.15,0.55,22.82,1.12,45.0,0.89,1.12,0.0,0.0,0.0,33.0,38.33,84.0,2.26,0.89,3.13,31.0
34,1.18,49.83,91.0,53.0,66.0,53.0,0.55,0.16,1.02,0.24,22.0,0.16,0.38,19.07,0.94,58.0,3.69,3.3,0.08,0.08,0.0,66.0,49.83,91.0,2.0,0.24,0.94,25.0
35,1.44,35.1,74.0,33.0,50.0,33.0,1.52,0.14,0.65,0.07,9.0,0.14,0.38,19.29,2.67,48.0,1.16,2.53,0.0,0.0,0.0,50.0,35.1,74.0,2.41,0.51,1.3,39.0
36,2.31,46.62,79.0,41.0,39.0,41.0,2.09,0.87,1.3,0.36,29.0,0.14,0.34,23.89,1.95,57.0,2.74,3.32,0.0,0.07,0.0,39.0,46.62,79.0,1.31,0.14,0.65,22.0
37,3.46,5.34,70.0,78.0,0.0,70.0,0.63,2.2,0.84,0.31,78.0,0.0,0.06,12.15,0.63,50.0,3.46,5.34,0.0,0.84,0.0,55.0,45.16,81.0,1.15,0.1,0.42,25.0
38,2.35,29.74,81.0,40.0,55.0,40.0,0.39,0.29,0.68,0.0,43.0,0.49,0.53,15.95,1.66,36.0,3.23,1.47,0.1,0.0,0.0,55.0,29.74,81.0,2.31,0.59,1.76,39.0
39,3.62,4.06,58.0,59.0,0.0,58.0,0.89,1.26,0.74,0.22,59.0,0.15,0.11,23.13,1.55,50.0,3.62,4.06,0.22,0.52,0.0,59.0,61.48,88.0,1.72,0.0,0.07,0.0
40,0.81,32.4,84.0,44.0,69.0,44.0,0.67,0.2,0.61,0.0,23.0,0.07,0.26,18.86,1.08,46.0,1.95,2.29,0.0,0.13,0.0,69.0,32.4,84.0,2.09,0.54,1.35,40.0
41,3.33,5.24,60.0,52.0,0.0,60.0,1.73,1.85,0.74,0.18,52.0,0.18,0.62,29.9,3.27,64.0,3.33,5.24,0.31,0.37,0.0,56.0,61.95,79.0,1.91,0.06,0.37,17.0
42,1.54,51.44,84.0,42.0,65.0,42.0,1.63,1.18,0.36,0.09,42.0,0.36,0.37,26.76,2.81,59.0,1.54,2.18,0.0,0.09,0.0,65.0,51.44,84.0,2.46,0.64,1.54,41.0
43,0.62,39.26,77.0,51.0,44.0,51.0,1.86,1.51,1.38,0.07,45.0,0.14,0.27,22.62,2.68,72.0,2.34,3.09,0.07,0.14,0.0,44.0,39.26,77.0,1.91,0.0,1.03,13.0
44,1.22,100.2,94.0,55.0,48.0,55.0,0.41,0.57,1.06,0.41,58.0,0.0,0.13,27.91,0.16,91.0,6.61,4.08,0.08,0.41,0.0,48.0,100.2,94.0,2.21,0.0,0.08,0.0
45,0.8,37.0,0.57,67.0,35.0,44.0,1.33,0.73,0.66,0.07,35.0,0.0,0.27,14.35,0.53,67.0,1.0,1.79,0.0,0.07,0.0,33.0,29.49,85.0,2.23,0.8,2.32,37.0
46,0.69,37.21,84.0,55.0,56.0,55.0,2.52,2.75,1.68,0.38,52.0,0.08,0.19,14.9,0.76,60.0,3.97,3.67,0.08,0.08,0.0,56.0,37.21,84.0,1.61,0.08,0.61,25.0
47,0.48,61.46,89.0,53.0,52.0,53.0,1.36,1.51,0.64,0.08,53.0,0.24,0.12,18.33,0.64,59.0,3.35,4.46,0.0,0.08,0.0,52.0,61.46,89.0,2.01,0.16,0.8,20.0
48,2.7,3.69,51.0,38.0,0.0,51.0,1.23,0.74,0.86,0.25,38.0,0.12,0.42,35.9,4.3,50.0,2.7,3.69,0.0,0.12,0.0,50.0,91.48,88.0,2.26,0.0,0.37,0.0
49,0.95,4.55,71.0,72.0,0.0,71.0,1.23,3.13,0.57,0.0,72.0,0.0,0.02,8.72,0.0,100.0,0.95,4.55,0.19,0.19,0.0,60.0,82.89,94.0,1.92,0.0,0.19,0.0
50,0.56,62.89,93.0,64.0,64.0,64.0,1.3,2.42,1.4,0.09,65.0,0.19,0.19,13.42,0.28,82.0,3.35,5.22,0.09,0.09,0.0,64.0,62.89,93.0,2.11,0.0,0.28,0.0
51,1.93,2.67,65.0,85.0,0.0,65.0,0.3,1.63,0.74,0.0,85.0,0.3,0.18,17.52,0.74,40.0,1.93,2.67,0.0,0.3,0.0,69.0,69.65,94.0,2.01,0.0,0.59,0.0
52,2.61,7.32,67.0,60.0,0.0,67.0,1.51,2.27,0.84,0.17,60.0,0.0,0.2,20.69,2.19,50.0,2.61,7.32,0.25,0.17,0.0,81.0,81.59,90.0,1.74,0.08,0.5,17.0
53,2.17,30.72,80.0,47.0,50.0,47.0,1.98,0.94,0.85,0.28,32.0,0.38,0.43,17.06,2.64,60.0,0.75,1.41,0.09,0.0,0.0,50.0,30.72,80.0,3.06,0.57,1.79,37.0
54,4.05,4.66,61.0,68.0,0.0,61.0,1.01,2.13,1.11,0.51,68.0,0.2,0.29,22.47,2.23,70.0,4.05,4.66,0.0,0.3,0.0,70.0,65.91,82.0,2.68,0.2,0.51,40.0
55,3.39,50.82,80.0,50.0,47.0,50.0,0.78,0.19,1.07,0.29,20.0,0.48,0.64,30.36,3.3,65.0,2.91,1.36,0.0,0.0,0.0,47.0,50.82,80.0,2.99,0.39,1.16,33.0
56,68.0,2.52,4.28,0.44,0.06,63.0,0.0,0.05,7.48,0.13,75.0,2.39,8.24,0.25,0.63,0.0,68.0,70.25,91.0,1.57,0.19,0.5,38.0,0.0,45.0,0.17,0.13,0.07
57,0.33,50.55,89.0,61.0,65.0,61.0,0.8,1.67,2.01,0.27,68.0,0.0,0.12,16.32,0.53,53.0,3.41,3.41,0.07,0.2,0.0,65.0,50.55,89.0,1.15,0.07,0.33,20.0
58,0.87,42.16,81.0,52.0,50.0,52.0,1.45,2.04,2.33,0.29,58.0,0.29,0.15,15.27,1.31,59.0,4.65,2.76,0.0,0.44,0.0,50.0,42.16,81.0,1.7,0.0,0.73,0.0
59,1.75,6.11,68.0,65.0,0.0,68.0,2.24,4.24,0.5,0.12,65.0,0.0,0.01,5.61,0.0,75.0,1.75,6.11,0.12,0.75,0.0,79.0,67.06,93.0,2.22,0.0,0.5,0.0
60,1.44,6.2,76.0,75.0,0.0,76.0,1.17,3.46,0.39,0.07,75.0,0.0,0.03,9.53,0.0,100.0,1.44,6.2,0.46,0.46,0.0,77.0,71.66,92.0,1.37,0.07,0.39,17.0
61,3.09,3.86,59.0,55.0,0.0,59.0,0.9,1.09,0.84,0.06,55.0,0.13,0.35,21.36,2.7,55.0,3.09,3.86,0.06,0.13,0.0,60.0,67.29,88.0,1.75,0.0,0.32,0.0
62,68.0,1.78,2.67,0.96,0.22,60.0,0.0,0.0,2.82,0.0,50.0,1.11,7.12,0.15,0.82,0.0,80.0,57.8,92.0,1.72,0.07,0.3,25.0,0.0,25.0,0.15,0.07,0.04
63,76.0,0.61,2.66,0.3,0.08,81.0,0.15,0.04,8.13,0.0,75.0,2.05,6.23,0.3,1.06,0.0,81.0,66.46,92.0,1.59,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0
64,1.79,1.95,76.0,76.0,0.0,76.0,0.97,3.09,0.32,0.49,76.0,0.0,0.05,10.72,0.16,50.0,1.79,1.95,0.0,0.0,0.0,91.0,55.72,89.0,2.32,0.0,0.32,0.0
65,0.96,37.0,0.85,51.0,35.0,30.0,2.08,1.11,1.41,0.07,35.0,0.3,0.2,12.75,0.74,51.0,1.48,0.82,0.0,0.0,0.0,40.0,22.39,78.0,2.11,0.96,2.59,37.0
66,0.72,38.35,80.0,49.0,44.0,49.0,3.15,4.22,0.93,0.0,57.0,0.21,0.22,18.82,1.14,57.0,2.58,2.22,0.0,0.14,0.0,44.0,38.35,80.0,1.38,0.57,2.0,29.0
67,4.39,3.15,51.0,50.0,0.0,51.0,0.68,0.68,1.13,0.11,50.0,0.45,0.44,20.73,1.58,51.0,4.39,3.15,0.0,0.11,0.0,64.0,47.65,87.0,2.7,0.11,0.9,13.0
68,1.2,73.17,91.0,49.0,41.0,49.0,0.65,0.83,1.2,0.28,56.0,0.18,0.28,28.21,0.83,66.0,2.5,1.85,0.09,0.28,0.0,41.0,73.17,91.0,2.4,0.28,0.55,50.0
69,0.47,24.27,78.0,31.0,40.0,31.0,2.59,0.94,0.94,0.0,27.0,0.0,0.16,13.19,1.49,42.0,1.57,1.41,0.0,0.0,0.0,40.0,24.27,78.0,2.05,0.47,1.1,43.0
70,0.52,60.92,89.0,58.0,62.0,58.0,1.47,1.21,0.87,0.09,45.0,0.0,0.1,17.13,0.17,81.0,3.89,3.72,0.0,0.09,0.0,62.0,60.92,89.0,1.39,0.17,0.26,67.0
71,0.75,52.67,84.0,52.0,55.0,52.0,0.84,0.67,1.51,0.08,44.0,0.17,0.13,18.79,0.25,61.0,4.61,3.19,0.0,0.25,0.0,55.0,52.67,84.0,1.7,0.25,0.34,75.0
72,0.26,52.76,90.0,56.0,55.0,56.0,0.66,0.66,1.12,0.26,50.0,0.0,0.14,14.74,0.46,66.0,4.34,5.0,0.26,0.07,0.0,55.0,52.76,90.0,1.33,0.33,0.46,71.0
73,2.66,6.15,73.0,71.0,0.0,73.0,0.84,2.03,0.77,0.21,71.0,0.0,0.01,8.04,0.07,91.0,2.66,6.15,0.49,0.91,0.0,74.0,53.71,87.0,2.05,0.0,0.0,0.0
74,2.53,4.68,67.0,59.0,0.0,67.0,2.14,3.12,0.58,0.39,59.0,0.0,0.05,11.3,0.0,75.0,2.53,4.68,0.39,0.58,0.0,77.0,67.21,89.0,1.84,0.19,0.58,33.0
75,69.0,1.1,2.65,0.39,0.06,71.0,0.0,0.12,7.23,0.58,75.0,1.48,4.91,0.45,0.45,0.0,65.0,63.01,90.0,1.8,0.13,0.32,40.0,0.0,57.0,0.07,0.13,0.11
76,0.77,70.3,89.0,58.0,62.0,58.0,2.19,1.42,1.16,0.13,39.0,0.0,0.08,16.74,0.26,82.0,3.73,4.25,0.26,0.13,0.0,62.0,70.3,89.0,1.47,0.0,0.0,0.0
77,2.12,7.11,72.0,71.0,0.0,72.0,1.71,4.17,0.62,0.14,71.0,0.0,0.02,7.45,0.14,64.0,2.12,7.11,0.27,1.09,0.0,84.0,68.94,92.0,1.54,0.14,0.21,67.0
78,2.74,5.47,76.0,76.0,0.0,76.0,0.77,2.41,1.2,0.33,76.0,0.0,0.01,11.93,0.44,100.0,2.74,5.47,0.44,0.22,0.0,64.0,66.46,88.0,1.6,0.11,0.11,100.0
79,1.34,51.53,79.0,50.0,31.0,50.0,0.39,1.02,0.16,0.0,72.0,0.16,0.51,25.49,2.05,70.0,1.26,2.44,0.08,0.0,0.0,31.0,51.53,79.0,2.59,0.71,1.18,60.0
80,2.74,67.02,88.0,45.0,67.0,45.0,0.71,0.24,0.95,0.0,25.0,0.6,0.64,33.33,2.14,59.0,2.86,1.79,0.12,0.12,0.0,67.0,67.02,88.0,2.11,0.36,1.43,25.0
81,0.37,55.78,91.0,61.0,67.0,61.0,0.86,0.86,0.61,0.12,50.0,0.12,0.18,16.77,0.74,74.0,2.76,5.71,0.18,0.55,0.0,67.0,55.78,91.0,1.64,0.06,0.25,25.0
82,2.18,55.6,79.0,47.0,46.0,47.0,2.4,2.4,0.8,0.44,50.0,0.51,0.28,17.71,0.94,50.0,3.63,4.21,0.07,0.29,0.0,46.0,55.6,79.0,1.78,0.22,0.58,38.0
83,0.43,61.25,88.0,55.0,63.0,55.0,1.29,1.58,0.72,0.43,55.0,0.14,0.42,25.59,3.02,77.0,2.3,3.16,0.14,0.14,0.0,63.0,61.25,88.0,1.71,0.14,0.43,33.0
84,0.68,32.94,84.0,34.0,33.0,34.0,3.8,0.95,1.63,0.27,20.0,0.27,0.29,15.72,1.08,67.0,2.44,1.63,0.14,0.0,0.0,33.0,32.94,84.0,2.5,0.41,1.63,25.0
85,3.41,3.25,48.0,53.0,0.0,48.0,1.08,1.24,0.0,0.0,53.0,0.15,0.16,23.55,1.7,75.0,3.41,3.25,0.31,0.0,0.0,50.0,64.13,90.0,1.87,0.0,0.0,0.0
86,2.36,30.23,83.0,31.0,33.0,31.0,1.39,0.28,0.97,0.0,17.0,0.69,0.5,18.03,2.77,46.0,2.5,1.39,0.0,0.0,0.0,33.0,30.23,83.0,2.87,0.14,0.55,25.0
87,3.99,8.17,75.0,77.0,0.0,75.0,1.33,4.56,1.14,0.1,77.0,0.0,0.02,8.65,0.19,100.0,3.99,8.17,0.19,0.38,0.0,74.0,75.93,90.0,2.54,0.1,0.19,50.0
88,0.0,0.17,0.5,0.0,0.0,75.0,0.0,0.0,2.19,0.0,0.0,0.17,3.7,0.0,0.0,0.0,0.0,29.61,85.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.73,35.76,86.0,57.0,68.0,57.0,1.27,1.27,1.27,0.09,50.0,0.18,0.13,11.56,0.82,70.0,2.55,4.0,0.0,0.27,0.0,68.0,35.76,86.0,1.74,0.27,0.36,75.0
90,1.94,5.61,80.0,79.0,0.22,80.0,1.51,5.83,1.51,0.65,79.0,0.0,0.0,14.68,0.0,100.0,1.94,5.61,0.0,0.22,0.22,89.0,80.72,95.0,2.8,0.0,0.43,0.0
91,2.46,44.49,79.0,42.0,31.0,42.0,1.45,2.17,0.0,0.0,60.0,0.58,0.73,24.2,2.46,43.0,1.88,1.88,0.0,0.14,0.0,31.0,44.49,79.0,1.39,0.29,1.16,25.0
92,0.83,41.07,79.0,64.0,71.0,64.0,0.99,0.99,1.32,0.17,50.0,0.0,0.18,18.51,3.39,69.0,4.3,5.04,0.17,0.17,0.0,71.0,41.07,79.0,1.74,0.0,0.33,0.0
93,1.62,4.8,72.0,76.0,0.0,72.0,0.99,3.17,0.28,0.07,76.0,0.0,0.03,10.37,0.14,64.0,1.62,4.8,0.49,0.56,0.0,83.0,62.21,87.0,1.41,0.0,0.28,0.0
94,1.61,43.31,79.0,45.0,41.0,45.0,0.69,0.31,1.15,0.38,31.0,0.31,0.25,22.27,0.84,65.0,2.84,1.46,0.08,0.0,0.0,41.0,43.31,79.0,1.96,0.54,1.38,39.0
95,0.7,36.79,88.0,59.0,71.0,59.0,0.53,0.88,1.67,0.35,63.0,0.09,0.19,15.37,0.35,58.0,3.69,3.78,0.18,0.26,0.0,71.0,36.79,88.0,2.06,0.18,0.53,33.0
96,1.47,3.17,73.0,76.0,0.0,73.0,0.68,2.15,0.34,0.11,76.0,0.23,0.19,14.25,0.57,88.0,1.47,3.17,0.11,0.23,0.0,77.0,71.68,95.0,2.31,0.0,0.0,0.0
97,0.75,35.0,0.74,65.0,47.0,43.0,6.21,5.55,1.16,0.33,47.0,0.0,0.21,9.11,0.25,65.0,1.32,1.9,0.0,0.17,0.0,44.0,20.29,65.0,1.15,0.75,2.15,35.0
98,0.94,24.82,81.0,35.0,57.0,35.0,1.23,0.22,0.87,0.22,15.0,0.14,0.19,11.14,0.8,53.0,2.03,1.23,0.07,0.0,0.0,57.0,24.82,81.0,1.99,0.43,1.01,43.0
99,0.98,28.69,75.0,38.0,35.0,38.0,1.39,0.16,0.57,0.0,11.0,0.25,0.35,17.54,1.31,64.0,1.64,1.48,0.16,0.08,0.0,35.0,28.69,75.0,1.95,0.25,2.05,12.0
100,0.88,54.13,86.0,49.0,50.0,49.0,1.2,1.04,1.6,0.08,46.0,0.32,0.39,19.7,0.88,67.0,4.16,4.0,0.08,0.32,0.0,50.0,54.13,86.0,1.92,0.16,0.56,29.0
101,4.14,4.22,61.0,78.0,0.0,61.0,0.42,1.52,0.51,0.17,78.0,0.0,0.48,33.26,4.64,67.0,4.14,4.22,0.42,0.17,0.0,55.0,81.14,77.0,1.45,0.08,0.59,43.0
102,3.05,6.6,71.0,71.0,0.0,71.0,0.98,2.44,1.16,0.18,71.0,0.0,0.01,4.95,0.06,75.0,3.05,6.6,0.06,0.31,0.0,68.0,53.34,91.0,1.8,0.06,0.37,17.0
103,1.31,3.48,67.0,65.0,0.0,67.0,1.31,2.47,0.29,0.0,65.0,0.0,0.05,12.92,0.15,100.0,1.31,3.48,0.0,0.29,0.0,78.0,86.66,94.0,2.13,0.0,0.29,0.0
104,2.14,3.31,48.0,63.0,0.0,48.0,1.07,1.85,0.39,0.0,63.0,0.39,0.52,26.37,3.31,43.0,2.14,3.31,0.1,0.19,0.0,59.0,73.07,84.0,1.62,0.0,0.29,0.0
105,3.96,6.99,73.0,71.0,0.0,73.0,1.65,4.02,0.59,0.2,71.0,0.13,0.06,11.68,0.4,85.0,3.96,6.99,0.4,0.66,0.0,72.0,69.08,89.0,1.7,0.07,0.2,33.0
106,1.78,55.18,90.0,40.0,50.0,40.0,0.94,0.84,0.75,0.0,47.0,0.19,0.43,18.77,0.38,52.0,1.31,2.25,0.09,0.19,0.0,50.0,55.18,90.0,2.02,0.19,0.94,20.0
107,2.83,3.07,61.0,42.0,0.0,61.0,2.12,1.53,0.94,0.12,42.0,0.12,0.05,11.56,0.12,100.0,2.83,3.07,0.47,0.12,0.0,67.0,71.25,95.0,1.78,0.0,0.35,0.0
108,3.44,3.89,57.0,53.0,0.0,57.0,1.32,1.5,0.88,0.18,53.0,0.44,0.44,25.08,2.38,50.0,3.44,3.89,0.18,0.18,0.0,67.0,74.72,86.0,1.93,0.0,0.09,0.0
109,2.0,6.24,66.0,73.0,0.0,66.0,2.23,5.9,1.11,0.22,73.0,0.0,0.03,8.13,0.0,0.0,2.0,6.24,0.11,0.78,0.0,67.0,69.5,92.0,2.32,0.11,0.22,50.0
110,0.0,0.0,0.2,0.0,0.0,100.0,0.0,0.0,1.12,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,30.88,91.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1.97,42.15,82.0,47.0,50.0,47.0,0.72,0.1,0.93,0.0,13.0,0.31,0.4,19.47,1.86,54.0,2.49,2.49,0.1,0.1,0.0,50.0,42.15,82.0,2.71,0.83,3.11,33.0
112,0.13,39.93,76.0,50.0,50.0,50.0,1.14,0.51,1.39,0.13,31.0,0.13,0.49,25.86,3.8,66.0,2.79,2.15,0.13,0.0,0.0,50.0,39.93,76.0,2.86,0.13,0.0,11.0
113,0.97,55.0,0.5,0.0,26.0,43.0,3.25,1.14,0.32,0.0,26.0,0.32,0.45,11.05,0.16,0.0,0.81,1.14,0.0,0.0,0.0,40.0,21.77,82.0,2.75,0.97,1.79,55.0
114,1.83,33.74,76.0,45.0,69.0,45.0,1.49,0.23,0.57,0.23,7.0,0.34,0.43,20.81,2.86,66.0,1.49,1.49,0.23,0.0,0.0,69.0,33.74,76.0,2.71,0.11,0.8,17.0
115,0.0,63.21,95.0,70.0,71.0,70.0,0.97,2.56,0.37,0.12,72.0,0.0,0.05,9.86,0.0,88.0,1.71,4.51,0.0,0.73,0.0,71.0,63.21,95.0,2.58,0.12,0.61,20.0
